record_id,date,year,month,day_of_week,day_type,is_public_holiday,holiday_name,is_covid_lockdown_period,origin_station,destination_station,line_name,distance_km,train_type,class,seat_capacity,tickets_sold,seat_utilization_pct,fare_lkr,revenue_lkr,delay_minutes
166,2020-01-05,2020,1,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,1st Class,45,45,100.0,1452.15,65346.75,34
167,2020-01-05,2020,1,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,2nd Class,270,258,95.56,785.86,202751.88,0
168,2020-01-05,2020,1,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,3rd Class,585,528,90.26,368.38,194504.64,12
169,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,1st Class,25,12,48.0,3238.8,38865.6,8
170,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,2nd Class,150,92,61.33,1608.54,147985.68,18
171,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,3rd Class,325,262,80.62,787.74,206387.88,0
172,2020-01-06,2020,1,Monday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Night Mail,1st Class,32,18,56.25,2020.59,36370.62,0
173,2020-01-06,2020,1,Monday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Night Mail,2nd Class,195,125,64.1,1080.89,135111.25,0
174,2020-01-06,2020,1,Monday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Night Mail,3rd Class,422,280,66.35,542.76,151972.8,6
175,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,1st Class,37,26,70.27,2492.54,64806.04,5
176,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,2nd Class,225,202,89.78,1332.79,269223.58,0
177,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,3rd Class,487,223,45.79,672.4,149945.2,9
178,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,1st Class,45,20,44.44,1447.94,28958.8,6
179,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,2nd Class,270,123,45.56,808.17,99404.91,21
180,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,3rd Class,585,361,61.71,389.51,140613.11,0
181,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,1st Class,45,37,82.22,463.81,17160.97,0
182,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,2nd Class,270,167,61.85,229.09,38258.03,0
183,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,3rd Class,585,449,76.75,120.28,54005.72,98
184,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,1st Class,37,25,67.57,4936.12,123403.0,0
185,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,2nd Class,225,173,76.89,2652.59,458898.07,8
186,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,3rd Class,487,430,88.3,1323.52,569113.6,8
187,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,1st Class,37,21,56.76,4555.71,95669.91,21
188,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,2nd Class,225,109,48.44,2670.9,291128.1,15
189,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,3rd Class,487,371,76.18,1319.23,489434.33,0
190,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,1st Class,37,16,43.24,1165.3,18644.8,19
191,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,2nd Class,225,178,79.11,602.61,107264.58,4
192,2020-01-06,2020,1,Monday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,3rd Class,487,388,79.67,289.2,112209.6,12
193,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,1st Class,25,13,52.0,427.99,5563.87,0
194,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,2nd Class,150,61,40.67,250.46,15278.06,9
195,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,3rd Class,325,215,66.15,115.72,24879.8,28
196,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,1st Class,45,18,40.0,2370.67,42672.06,15
197,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,2nd Class,270,215,79.63,1345.48,289278.2,24
198,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,3rd Class,585,477,81.54,650.67,310369.59,18
199,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,1st Class,37,15,40.54,1403.54,21053.1,4
200,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,2nd Class,225,115,51.11,777.79,89445.85,9
201,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,3rd Class,487,275,56.47,395.68,108812.0,13
202,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,1st Class,25,20,80.0,3585.49,71709.8,0
203,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,2nd Class,150,62,41.33,1852.88,114878.56,2
204,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Slow/Local,3rd Class,325,218,67.08,918.91,200322.38,9
205,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,1st Class,45,19,42.22,1423.76,27051.44,27
206,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,2nd Class,270,139,51.48,778.06,108150.34,7
207,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,3rd Class,585,419,71.62,362.74,151988.06,0
208,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Night Mail,1st Class,32,14,43.75,1517.37,21243.18,19
209,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Night Mail,2nd Class,195,95,48.72,789.8,75031.0,11
210,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Night Mail,3rd Class,422,296,70.14,394.64,116813.44,14
211,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,1st Class,45,28,62.22,431.62,12085.36,98
212,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,2nd Class,270,198,73.33,233.11,46155.78,9
213,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,3rd Class,585,347,59.32,121.9,42299.3,21
214,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,1st Class,25,14,56.0,3790.86,53072.04,0
215,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,2nd Class,150,120,80.0,2047.18,245661.6,0
216,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,3rd Class,325,249,76.62,1008.66,251156.34,0
217,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,1st Class,25,15,60.0,3180.55,47708.25,5
218,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,2nd Class,150,127,84.67,1648.77,209393.79,17
219,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,3rd Class,325,187,57.54,891.36,166684.32,7
220,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,1st Class,37,21,56.76,3360.93,70579.53,2
221,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,2nd Class,225,144,64.0,1942.09,279660.96,7
222,2020-01-07,2020,1,Tuesday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,3rd Class,487,384,78.85,954.54,366543.36,6
223,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,1st Class,45,37,82.22,4893.6,181063.2,13
224,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,2nd Class,270,216,80.0,2599.95,561589.2,0
225,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,3rd Class,585,497,84.96,1298.04,645125.88,6
226,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,1st Class,45,35,77.78,427.14,14949.9,1
227,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,2nd Class,270,156,57.78,229.36,35780.16,13
228,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,3rd Class,585,373,63.76,119.55,44592.15,19
229,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Intercity,1st Class,37,23,62.16,1210.93,27851.39,30
230,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Intercity,2nd Class,225,94,41.78,682.43,64148.42,1
231,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Intercity,3rd Class,487,297,60.99,319.68,94944.96,6
232,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,1st Class,25,10,40.0,3703.59,37035.9,0
233,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,2nd Class,150,110,73.33,1996.38,219601.8,5
234,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,3rd Class,325,272,83.69,965.56,262632.32,9
235,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,1st Class,32,13,40.62,1258.41,16359.33,17
236,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,2nd Class,195,137,70.26,659.37,90333.69,8
237,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,3rd Class,422,310,73.46,323.89,100405.9,4
238,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,1st Class,45,24,53.33,1414.06,33937.44,13
239,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,2nd Class,270,122,45.19,802.15,97862.3,9
240,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,3rd Class,585,359,61.37,401.88,144274.92,67
241,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,1st Class,37,27,72.97,3640.17,98284.59,12
242,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,2nd Class,225,91,40.44,1997.53,181775.23,12
243,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,3rd Class,487,412,84.6,1018.04,419432.48,15
244,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,1st Class,25,11,44.0,3287.63,36163.93,0
245,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,2nd Class,150,125,83.33,1708.06,213507.5,14
246,2020-01-08,2020,1,Wednesday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,3rd Class,325,268,82.46,870.45,233280.6,9
247,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,1st Class,45,37,82.22,1520.75,56267.75,51
248,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,2nd Class,270,220,81.48,776.42,170812.4,2
249,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,3rd Class,585,320,54.7,367.88,117721.6,6
250,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,1st Class,45,37,82.22,1564.22,57876.14,0
251,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,2nd Class,270,153,56.67,873.73,133680.69,0
252,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,3rd Class,585,491,83.93,435.27,213717.57,73
253,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Night Mail,1st Class,32,20,62.5,3151.05,63021.0,0
254,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Night Mail,2nd Class,195,121,62.05,1749.85,211731.85,1
255,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Night Mail,3rd Class,422,223,52.84,789.94,176156.62,0
256,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,1st Class,37,32,86.49,1406.34,45002.88,22
257,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,2nd Class,225,179,79.56,807.81,144597.99,12
258,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,3rd Class,487,238,48.87,369.1,87845.8,14
259,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,1st Class,25,20,80.0,1125.92,22518.4,1
260,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,2nd Class,150,99,66.0,584.37,57852.63,26
261,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,3rd Class,325,180,55.38,309.75,55755.0,50
262,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,1st Class,25,15,60.0,3255.54,48833.1,0
263,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,2nd Class,150,110,73.33,1726.78,189945.8,17
264,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,3rd Class,325,154,47.38,834.68,128540.72,99
265,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,1st Class,25,19,76.0,1460.66,27752.54,0
266,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,2nd Class,150,66,44.0,753.36,49721.76,8
267,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,3rd Class,325,159,48.92,389.82,61981.38,17
268,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Express,1st Class,45,21,46.67,3150.4,66158.4,14
269,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Express,2nd Class,270,119,44.07,1756.94,209075.86,8
270,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Express,3rd Class,585,492,84.1,846.54,416497.68,1
271,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,1st Class,37,30,81.08,1080.64,32419.2,9
272,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,2nd Class,225,144,64.0,619.77,89246.88,17
273,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,3rd Class,487,377,77.41,288.22,108658.94,0
274,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,1st Class,25,16,64.0,3221.74,51547.84,2
275,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,2nd Class,150,80,53.33,1821.64,145731.2,8
276,2020-01-09,2020,1,Thursday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,3rd Class,325,243,74.77,817.85,198737.55,71
277,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,1st Class,37,37,100.0,1385.22,51253.14,10
278,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,2nd Class,225,225,100.0,785.45,176726.25,18
279,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,3rd Class,487,487,100.0,384.17,187090.79,14
280,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,1st Class,45,42,93.33,449.84,18893.28,0
281,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,2nd Class,270,174,64.44,245.69,42750.06,11
282,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Express,3rd Class,585,419,71.62,122.79,51449.01,5
283,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,1st Class,37,29,78.38,4796.17,139088.93,4
284,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,2nd Class,225,162,72.0,2614.34,423523.08,0
285,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,3rd Class,487,487,100.0,1220.42,594344.54,7
286,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,1st Class,45,30,66.67,1214.4,36432.0,12
287,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,2nd Class,270,270,100.0,651.96,176029.2,14
288,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,3rd Class,585,390,66.67,312.46,121859.4,66
289,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,1st Class,37,33,89.19,1159.79,38273.07,3
290,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,2nd Class,225,205,91.11,613.44,125755.2,68
291,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,3rd Class,487,291,59.75,301.74,87806.34,6
292,2020-01-10,2020,1,Friday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Intercity,1st Class,37,32,86.49,664.09,21250.88,0
293,2020-01-10,2020,1,Friday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Intercity,2nd Class,225,225,100.0,394.53,88769.25,17
294,2020-01-10,2020,1,Friday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Intercity,3rd Class,487,430,88.3,185.39,79717.7,11
295,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,1st Class,45,26,57.78,3142.46,81703.96,0
296,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,2nd Class,270,270,100.0,1665.02,449555.4,14
297,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,3rd Class,585,491,83.93,885.85,434952.35,13
298,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,1st Class,32,31,96.88,1919.46,59503.26,0
299,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,2nd Class,195,195,100.0,1047.34,204231.3,19
300,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,3rd Class,422,411,97.39,506.57,208200.27,19
301,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,1st Class,45,43,95.56,4989.32,214540.76,18
302,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,2nd Class,270,247,91.48,2635.38,650938.86,5
303,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Jaffna,Northern Line,396,Express,3rd Class,585,476,81.37,1245.28,592753.28,18
304,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,20,80.0,1981.02,39620.4,13
305,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,135,90.0,988.6,133461.0,0
306,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,3rd Class,325,324,99.69,506.29,164037.96,0
307,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,1st Class,45,35,77.78,1517.45,53110.75,9
308,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,2nd Class,270,256,94.81,841.92,215531.52,0
309,2020-01-10,2020,1,Friday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,3rd Class,585,585,100.0,416.79,243822.15,3
310,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,1st Class,25,25,100.0,4523.06,113076.5,7
311,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,2nd Class,150,78,52.0,2611.96,203732.88,5
312,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,3rd Class,325,179,55.08,1322.25,236682.75,11
313,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Badulla,Main Line,292,Express,1st Class,45,35,77.78,3418.77,119656.95,0
314,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Badulla,Main Line,292,Express,2nd Class,270,223,82.59,1862.19,415268.37,0
315,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Badulla,Main Line,292,Express,3rd Class,585,543,92.82,913.15,495840.45,0
316,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,1st Class,25,15,60.0,4763.96,71459.4,5
317,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,2nd Class,150,86,57.33,2591.33,222854.38,21
318,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Slow/Local,3rd Class,325,176,54.15,1284.07,225996.32,7
319,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,1st Class,25,24,96.0,1258.57,30205.68,0
320,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,2nd Class,150,113,75.33,678.81,76705.53,1
321,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,3rd Class,325,234,72.0,314.7,73639.8,0
322,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,1st Class,37,33,89.19,1496.9,49397.7,16
323,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,2nd Class,225,174,77.33,852.32,148303.68,13
324,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,3rd Class,487,312,64.07,399.18,124544.16,44
325,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Express,1st Class,45,28,62.22,1946.49,54501.72,15
326,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Express,2nd Class,270,161,59.63,1016.55,163664.55,0
327,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Express,3rd Class,585,530,90.6,509.07,269807.1,78
328,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,1st Class,45,25,55.56,1239.19,30979.75,3
329,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,2nd Class,270,182,67.41,628.89,114457.98,2
330,2020-01-11,2020,1,Saturday,Weekend,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Express,3rd Class,585,422,72.14,309.28,130516.16,0
331,2020-01-11,2020,1,Saturday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Express,1st Class,45,43,95.56,1997.36,85886.48,18
